title,description,lat,lon,reported_by,reported_at,city,severity
Pothole #8361,Deep hole,12.855009,77.584182,user361,2025-02-24T19:38:00,Bengaluru,2
Pothole #8362,Small crack,13.036485,77.717041,user362,2025-10-07T06:21:00,Bengaluru,5
Pothole #8363,Damaged patch,12.957113,77.516736,user363,2025-02-18T08:01:00,Bengaluru,5
Pothole #8364,Deep hole,12.937599,77.666505,user364,2025-06-23T19:26:00,Bengaluru,4
Pothole #8365,Small crack,12.998965,77.503635,user365,2025-05-09T14:43:00,Bengaluru,1
Pothole #8366,Crater-like,13.019675,77.563144,user366,2025-06-20T07:14:00,Bengaluru,3
Pothole #8367,Crater-like,13.016918,77.680325,user367,2025-07-27T17:07:00,Bengaluru,3
Pothole #8368,Small crack,12.955145,77.667446,user368,2025-01-01T19:36:00,Bengaluru,2
Pothole #8369,Small crack,12.913315,77.740403,user369,2025-09-07T05:31:00,Bengaluru,2
Pothole #8370,Small crack,12.940605,77.54396,user370,2025-02-10T07:40:00,Bengaluru,2
Pothole #8371,Deep hole,12.99865,77.715759,user371,2025-02-20T00:19:00,Bengaluru,2
Pothole #8372,Crater-like,12.861219,77.551122,user372,2025-06-15T21:30:00,Bengaluru,5
Pothole #8373,Deep hole,12.932837,77.735349,user373,2025-02-12T22:29:00,Bengaluru,2
Pothole #8374,Small crack,13.036656,77.685138,user374,2025-09-25T09:31:00,Bengaluru,3
Pothole #8375,Needs repair,12.99084,77.573809,user375,2025-03-26T22:55:00,Bengaluru,4
Pothole #8376,Small crack,13.043517,77.542511,user376,2025-01-06T11:47:00,Bengaluru,1
Pothole #8377,Needs repair,12.893775,77.69132,user377,2025-01-19T09:12:00,Bengaluru,1
Pothole #8378,Deep hole,12.967187,77.695613,user378,2025-08-23T14:35:00,Bengaluru,1
Pothole #8379,Crater-like,13.018865,77.622457,user379,2025-10-10T01:39:00,Bengaluru,1
Pothole #8380,Small crack,12.954959,77.598775,user380,2025-04-05T07:38:00,Bengaluru,2
Pothole #8381,Damaged patch,12.962773,77.665018,user381,2025-04-03T04:13:00,Bengaluru,3
Pothole #8382,Damaged patch,12.903728,77.646636,user382,2025-03-23T22:12:00,Bengaluru,2
Pothole #8383,Deep hole,12.91315,77.714814,user383,2025-10-15T06:23:00,Bengaluru,1
Pothole #8384,Deep hole,13.027167,77.599502,user384,2025-05-05T21:15:00,Bengaluru,3
Pothole #8385,Crater-like,12.974736,77.574879,user385,2025-05-17T13:53:00,Bengaluru,5
Pothole #8386,Needs repair,12.981124,77.545718,user386,2025-09-07T07:12:00,Bengaluru,1
Pothole #8387,Damaged patch,12.915319,77.739199,user387,2025-09-21T14:18:00,Bengaluru,2
Pothole #8388,Small crack,12.974864,77.575029,user388,2025-02-07T10:48:00,Bengaluru,2
Pothole #8389,Needs repair,12.976364,77.664722,user389,2025-03-01T22:46:00,Bengaluru,5
Pothole #8390,Needs repair,12.924161,77.602248,user390,2025-09-27T17:40:00,Bengaluru,2
Pothole #8391,Damaged patch,12.890874,77.742776,user391,2025-07-19T23:24:00,Bengaluru,3
Pothole #8392,Crater-like,12.971639,77.514774,user392,2025-09-12T18:42:00,Bengaluru,3
Pothole #8393,Needs repair,13.011072,77.689513,user393,2025-10-19T08:31:00,Bengaluru,3
Pothole #8394,Deep hole,12.871936,77.556246,user394,2025-03-13T12:40:00,Bengaluru,2
Pothole #8395,Causes skidding,12.960676,77.627714,user395,2025-11-21T06:50:00,Bengaluru,4
Pothole #8396,Crater-like,12.886506,77.538931,user396,2025-05-05T12:39:00,Bengaluru,4
Pothole #8397,Small crack,12.948653,77.637622,user397,2025-04-17T21:24:00,Bengaluru,2
Pothole #8398,Damaged patch,12.901539,77.620491,user398,2025-06-28T08:29:00,Bengaluru,3
Pothole #8399,Small crack,12.93223,77.528271,user399,2025-06-07T06:14:00,Bengaluru,3
Pothole #8400,Needs repair,12.893078,77.641931,user400,2025-07-20T06:22:00,Bengaluru,3
Pothole #8401,Small crack,13.000316,77.713183,user401,2025-05-17T09:55:00,Bengaluru,4
Pothole #8402,Deep hole,12.932188,77.52602,user402,2025-07-03T07:16:00,Bengaluru,2
Pothole #8403,Needs repair,13.038942,77.525038,user403,2025-10-12T05:59:00,Bengaluru,2
Pothole #8404,Deep hole,13.012332,77.616289,user404,2025-02-12T06:44:00,Bengaluru,3
Pothole #8405,Small crack,12.999963,77.645113,user405,2025-06-25T16:06:00,Bengaluru,5
Pothole #8406,Crater-like,12.92427,77.699579,user406,2025-02-23T14:57:00,Bengaluru,3
Pothole #8407,Deep hole,12.878968,77.600882,user407,2025-10-18T13:06:00,Bengaluru,2
Pothole #8408,Causes skidding,13.039767,77.611996,user408,2025-08-10T18:59:00,Bengaluru,4
Pothole #8409,Needs repair,13.001694,77.63594,user409,2025-07-08T05:12:00,Bengaluru,1
Pothole #8410,Needs repair,12.897213,77.635693,user410,2025-05-19T01:51:00,Bengaluru,4
Pothole #8411,Causes skidding,12.929828,77.526833,user411,2025-01-09T23:33:00,Bengaluru,1
Pothole #8412,Crater-like,12.887461,77.74586,user412,2025-02-15T13:23:00,Bengaluru,2
Pothole #8413,Needs repair,12.85911,77.558067,user413,2025-07-05T17:48:00,Bengaluru,5
Pothole #8414,Crater-like,12.850425,77.700582,user414,2025-11-27T08:35:00,Bengaluru,4
Pothole #8415,Causes skidding,12.98287,77.522997,user415,2025-11-09T12:59:00,Bengaluru,3
Pothole #8416,Needs repair,12.88216,77.572535,user416,2025-09-13T08:32:00,Bengaluru,1
Pothole #8417,Crater-like,13.007601,77.727689,user417,2025-01-11T23:41:00,Bengaluru,5
Pothole #8418,Small crack,12.949681,77.722919,user418,2025-02-18T19:27:00,Bengaluru,4
Pothole #8419,Crater-like,12.887054,77.6608,user419,2025-06-22T09:23:00,Bengaluru,1
Pothole #8420,Deep hole,12.982013,77.621084,user420,2025-08-23T05:10:00,Bengaluru,5
Pothole #8421,Needs repair,13.044883,77.656063,user421,2025-11-11T04:29:00,Bengaluru,3
Pothole #8422,Small crack,12.973577,77.630412,user422,2025-03-14T21:12:00,Bengaluru,4
Pothole #8423,Crater-like,12.985751,77.730897,user423,2025-09-15T07:15:00,Bengaluru,3
Pothole #8424,Causes skidding,12.980833,77.742461,user424,2025-05-12T03:09:00,Bengaluru,5
Pothole #8425,Deep hole,12.913067,77.738791,user425,2025-11-15T09:51:00,Bengaluru,5
Pothole #8426,Crater-like,12.991869,77.695672,user426,2025-05-01T13:06:00,Bengaluru,4
Pothole #8427,Crater-like,12.97162,77.616008,user427,2025-03-03T01:40:00,Bengaluru,5
Pothole #8428,Damaged patch,13.023413,77.524892,user428,2025-05-14T15:45:00,Bengaluru,4
Pothole #8429,Causes skidding,12.970487,77.589478,user429,2025-02-14T00:59:00,Bengaluru,1
Pothole #8430,Small crack,12.917293,77.721136,user430,2025-05-21T18:58:00,Bengaluru,5
Pothole #8431,Crater-like,12.864182,77.677054,user431,2025-02-23T22:42:00,Bengaluru,4
Pothole #8432,Deep hole,12.912735,77.709138,user432,2025-05-24T03:12:00,Bengaluru,3
Pothole #8433,Causes skidding,13.025719,77.696908,user433,2025-09-09T08:09:00,Bengaluru,3
Pothole #8434,Damaged patch,12.959784,77.520771,user434,2025-11-28T22:03:00,Bengaluru,1
Pothole #8435,Crater-like,13.004465,77.600694,user435,2025-11-28T11:16:00,Bengaluru,1
Pothole #8436,Crater-like,12.997516,77.692599,user436,2025-04-11T21:31:00,Bengaluru,2
Pothole #8437,Deep hole,12.914154,77.716975,user437,2025-02-26T13:20:00,Bengaluru,4
Pothole #8438,Needs repair,12.952426,77.512906,user438,2025-07-06T14:25:00,Bengaluru,2
Pothole #8439,Needs repair,12.927619,77.686134,user439,2025-03-24T19:39:00,Bengaluru,3
Pothole #8440,Causes skidding,13.02628,77.679587,user440,2025-09-25T18:50:00,Bengaluru,1
Pothole #8441,Small crack,12.855854,77.731113,user441,2025-06-27T16:19:00,Bengaluru,2
Pothole #8442,Damaged patch,12.980548,77.686055,user442,2025-01-18T10:51:00,Bengaluru,1
Pothole #8443,Small crack,12.973731,77.559364,user443,2025-02-19T10:19:00,Bengaluru,1
Pothole #8444,Crater-like,12.937532,77.581066,user444,2025-04-08T05:38:00,Bengaluru,3
Pothole #8445,Needs repair,13.029241,77.746591,user445,2025-10-16T05:47:00,Bengaluru,2
Pothole #8446,Causes skidding,13.039689,77.55753,user446,2025-05-21T12:49:00,Bengaluru,1
Pothole #8447,Needs repair,13.049011,77.614968,user447,2025-09-04T07:49:00,Bengaluru,3
Pothole #8448,Needs repair,12.879903,77.636134,user448,2025-05-01T07:45:00,Bengaluru,5
Pothole #8449,Small crack,12.914269,77.557128,user449,2025-11-10T11:33:00,Bengaluru,2
Pothole #8450,Deep hole,12.983821,77.533049,user450,2025-05-04T12:12:00,Bengaluru,3
Pothole #8451,Damaged patch,12.981976,77.711395,user451,2025-10-24T09:00:00,Bengaluru,5
Pothole #8452,Needs repair,12.913423,77.66447,user452,2025-08-10T08:21:00,Bengaluru,4
Pothole #8453,Crater-like,13.019967,77.730699,user453,2025-09-19T05:28:00,Bengaluru,1
Pothole #8454,Causes skidding,12.973362,77.585529,user454,2025-02-16T23:44:00,Bengaluru,5
Pothole #8455,Damaged patch,12.918082,77.531755,user455,2025-03-18T02:27:00,Bengaluru,5
Pothole #8456,Needs repair,12.894011,77.500126,user456,2025-03-18T08:47:00,Bengaluru,5
Pothole #8457,Small crack,12.914843,77.743425,user457,2025-07-19T20:49:00,Bengaluru,4
Pothole #8458,Causes skidding,12.856575,77.717493,user458,2025-01-08T20:09:00,Bengaluru,1
Pothole #8459,Damaged patch,13.011695,77.597361,user459,2025-11-11T17:46:00,Bengaluru,2
Pothole #8460,Needs repair,13.009836,77.597581,user460,2025-03-19T03:56:00,Bengaluru,3
Pothole #8461,Damaged patch,12.904101,77.60136,user461,2025-04-28T12:04:00,Bengaluru,1
Pothole #8462,Deep hole,12.959108,77.672275,user462,2025-04-03T01:27:00,Bengaluru,1
Pothole #8463,Needs repair,13.000805,77.71073,user463,2025-08-24T12:59:00,Bengaluru,2
Pothole #8464,Needs repair,12.972063,77.5601,user464,2025-01-03T23:45:00,Bengaluru,4
Pothole #8465,Damaged patch,12.977179,77.549725,user465,2025-01-23T14:11:00,Bengaluru,5
Pothole #8466,Deep hole,12.897872,77.691077,user466,2025-06-06T02:13:00,Bengaluru,2
Pothole #8467,Needs repair,13.045798,77.742973,user467,2025-11-26T11:54:00,Bengaluru,4
Pothole #8468,Needs repair,13.020161,77.712935,user468,2025-02-05T01:01:00,Bengaluru,2
Pothole #8469,Small crack,12.903647,77.658252,user469,2025-06-10T13:57:00,Bengaluru,3
Pothole #8470,Damaged patch,12.935961,77.736618,user470,2025-05-24T10:11:00,Bengaluru,2
Pothole #8471,Causes skidding,13.003028,77.744139,user471,2025-04-18T02:31:00,Bengaluru,1
Pothole #8472,Crater-like,12.859617,77.683083,user472,2025-05-03T10:53:00,Bengaluru,2
Pothole #8473,Deep hole,12.909778,77.544691,user473,2025-08-06T13:08:00,Bengaluru,3
Pothole #8474,Needs repair,12.911839,77.629458,user474,2025-03-16T02:21:00,Bengaluru,5
Pothole #8475,Crater-like,12.944707,77.693245,user475,2025-06-04T05:54:00,Bengaluru,2
Pothole #8476,Damaged patch,12.936867,77.680814,user476,2025-07-04T23:45:00,Bengaluru,5
Pothole #8477,Small crack,13.002581,77.620773,user477,2025-11-12T00:24:00,Bengaluru,4
Pothole #8478,Causes skidding,12.858998,77.662747,user478,2025-07-11T12:14:00,Bengaluru,2
Pothole #8479,Crater-like,12.923232,77.621027,user479,2025-03-16T15:21:00,Bengaluru,4
Pothole #8480,Damaged patch,13.002849,77.695149,user480,2025-05-06T08:38:00,Bengaluru,3
Pothole #8481,Damaged patch,12.851186,77.644397,user481,2025-10-24T23:21:00,Bengaluru,1
Pothole #8482,Damaged patch,13.027839,77.749743,user482,2025-02-21T23:00:00,Bengaluru,3
Pothole #8483,Damaged patch,12.893469,77.691825,user483,2025-08-15T11:50:00,Bengaluru,3
Pothole #8484,Needs repair,13.031639,77.637315,user484,2025-03-23T15:44:00,Bengaluru,1
Pothole #8485,Needs repair,12.926438,77.689928,user485,2025-06-03T10:01:00,Bengaluru,2
Pothole #8486,Needs repair,13.037291,77.670171,user486,2025-06-23T20:02:00,Bengaluru,2
Pothole #8487,Deep hole,12.902598,77.509585,user487,2025-07-09T14:28:00,Bengaluru,5
Pothole #8488,Needs repair,12.904974,77.721104,user488,2025-05-13T05:10:00,Bengaluru,2
Pothole #8489,Needs repair,13.015537,77.552309,user489,2025-05-21T12:27:00,Bengaluru,2
Pothole #8490,Crater-like,12.911283,77.595638,user490,2025-09-07T12:36:00,Bengaluru,2
Pothole #8491,Crater-like,12.951132,77.503703,user491,2025-01-15T18:46:00,Bengaluru,1
Pothole #8492,Small crack,13.043076,77.704866,user492,2025-10-11T12:03:00,Bengaluru,5
Pothole #8493,Causes skidding,12.876554,77.622808,user493,2025-06-20T08:30:00,Bengaluru,2
Pothole #8494,Crater-like,12.934087,77.65044,user494,2025-11-09T01:04:00,Bengaluru,5
Pothole #8495,Crater-like,13.0387,77.721973,user495,2025-04-10T03:27:00,Bengaluru,5
Pothole #8496,Causes skidding,12.905753,77.738324,user496,2025-01-21T23:08:00,Bengaluru,3
Pothole #8497,Damaged patch,13.006059,77.737241,user497,2025-08-03T09:58:00,Bengaluru,1
Pothole #8498,Causes skidding,12.990215,77.583719,user498,2025-08-19T23:15:00,Bengaluru,2
Pothole #8499,Causes skidding,12.850629,77.744533,user499,2025-06-18T06:26:00,Bengaluru,4
Pothole #8500,Causes skidding,12.948581,77.545162,user0,2025-02-14T21:42:00,Bengaluru,5
Pothole #8501,Causes skidding,13.001284,77.629116,user1,2025-05-12T01:36:00,Bengaluru,5
Pothole #8502,Deep hole,12.965935,77.621129,user2,2025-04-25T10:32:00,Bengaluru,1
Pothole #8503,Causes skidding,12.937958,77.542522,user3,2025-05-17T22:13:00,Bengaluru,1
Pothole #8504,Needs repair,12.974041,77.729511,user4,2025-06-18T23:05:00,Bengaluru,1
Pothole #8505,Needs repair,12.947473,77.601621,user5,2025-07-26T23:34:00,Bengaluru,1
Pothole #8506,Causes skidding,12.851597,77.5196,user6,2025-02-14T09:41:00,Bengaluru,5
Pothole #8507,Needs repair,12.92757,77.633578,user7,2025-02-09T08:12:00,Bengaluru,5
Pothole #8508,Causes skidding,12.977518,77.503955,user8,2025-07-03T07:02:00,Bengaluru,5
Pothole #8509,Small crack,12.982663,77.638856,user9,2025-04-02T06:35:00,Bengaluru,4
Pothole #8510,Causes skidding,13.013976,77.732322,user10,2025-10-06T06:49:00,Bengaluru,2
Pothole #8511,Small crack,12.852837,77.651836,user11,2025-11-08T19:25:00,Bengaluru,3
Pothole #8512,Crater-like,12.889491,77.627271,user12,2025-04-07T10:55:00,Bengaluru,3
Pothole #8513,Needs repair,12.860772,77.734307,user13,2025-06-01T13:47:00,Bengaluru,1
Pothole #8514,Damaged patch,12.993775,77.571497,user14,2025-07-27T12:30:00,Bengaluru,1
Pothole #8515,Crater-like,12.928841,77.736348,user15,2025-08-09T16:01:00,Bengaluru,1
Pothole #8516,Small crack,12.867755,77.667563,user16,2025-04-06T09:10:00,Bengaluru,1
Pothole #8517,Needs repair,12.865337,77.54934,user17,2025-08-09T04:58:00,Bengaluru,1
Pothole #8518,Deep hole,13.014429,77.68368,user18,2025-11-14T04:24:00,Bengaluru,4
Pothole #8519,Causes skidding,12.978698,77.586885,user19,2025-09-23T11:38:00,Bengaluru,2
Pothole #8520,Small crack,13.031956,77.701667,user20,2025-04-08T15:57:00,Bengaluru,5
Pothole #8521,Causes skidding,12.852595,77.618087,user21,2025-10-13T15:53:00,Bengaluru,2
Pothole #8522,Crater-like,12.946622,77.541693,user22,2025-06-21T04:36:00,Bengaluru,5
Pothole #8523,Damaged patch,12.964899,77.548623,user23,2025-07-25T03:59:00,Bengaluru,2
Pothole #8524,Crater-like,12.890811,77.697429,user24,2025-11-02T08:52:00,Bengaluru,1
Pothole #8525,Needs repair,12.985289,77.606414,user25,2025-11-18T04:52:00,Bengaluru,4
Pothole #8526,Crater-like,12.885442,77.624238,user26,2025-10-25T21:56:00,Bengaluru,2
Pothole #8527,Damaged patch,13.016894,77.626678,user27,2025-02-02T19:31:00,Bengaluru,1
Pothole #8528,Deep hole,13.029379,77.635935,user28,2025-09-10T19:44:00,Bengaluru,1
Pothole #8529,Needs repair,12.982363,77.632627,user29,2025-07-09T20:48:00,Bengaluru,2
Pothole #8530,Crater-like,12.900158,77.612439,user30,2025-01-21T21:14:00,Bengaluru,1
Pothole #8531,Causes skidding,13.009993,77.528623,user31,2025-02-23T20:29:00,Bengaluru,2
Pothole #8532,Small crack,12.859995,77.615577,user32,2025-03-03T04:20:00,Bengaluru,5
Pothole #8533,Crater-like,12.945304,77.629269,user33,2025-06-20T13:03:00,Bengaluru,1
Pothole #8534,Deep hole,12.935958,77.747391,user34,2025-11-19T17:01:00,Bengaluru,4
Pothole #8535,Damaged patch,12.870305,77.595511,user35,2025-11-18T19:50:00,Bengaluru,4
Pothole #8536,Small crack,13.047381,77.613228,user36,2025-04-05T00:07:00,Bengaluru,4
Pothole #8537,Damaged patch,12.929279,77.607468,user37,2025-09-01T22:13:00,Bengaluru,5
Pothole #8538,Small crack,13.031744,77.72052,user38,2025-11-13T12:36:00,Bengaluru,2
Pothole #8539,Needs repair,12.998306,77.716175,user39,2025-10-08T16:00:00,Bengaluru,1
Pothole #8540,Deep hole,12.891011,77.658207,user40,2025-09-27T13:05:00,Bengaluru,2
Pothole #8541,Small crack,12.95119,77.538678,user41,2025-10-12T23:48:00,Bengaluru,1
Pothole #8542,Damaged patch,12.86417,77.647436,user42,2025-06-27T23:40:00,Bengaluru,4
Pothole #8543,Small crack,13.028902,77.680785,user43,2025-01-16T14:08:00,Bengaluru,1
Pothole #8544,Needs repair,12.87626,77.708003,user44,2025-02-24T01:45:00,Bengaluru,2
Pothole #8545,Needs repair,12.943516,77.571155,user45,2025-01-25T09:03:00,Bengaluru,4
Pothole #8546,Damaged patch,12.938569,77.626228,user46,2025-01-15T01:23:00,Bengaluru,1
Pothole #8547,Crater-like,12.911303,77.621703,user47,2025-08-26T02:21:00,Bengaluru,4
Pothole #8548,Small crack,12.9734,77.721721,user48,2025-04-03T20:41:00,Bengaluru,2
Pothole #8549,Small crack,12.852338,77.603598,user49,2025-09-21T05:09:00,Bengaluru,3
Pothole #8550,Deep hole,12.951386,77.701486,user50,2025-07-27T10:59:00,Bengaluru,5
Pothole #8551,Damaged patch,12.987254,77.612968,user51,2025-07-27T06:06:00,Bengaluru,5
Pothole #8552,Needs repair,13.012808,77.510169,user52,2025-06-28T22:29:00,Bengaluru,2
Pothole #8553,Damaged patch,12.975916,77.740187,user53,2025-04-19T10:21:00,Bengaluru,5
Pothole #8554,Crater-like,13.039056,77.704645,user54,2025-10-18T05:36:00,Bengaluru,5
Pothole #8555,Causes skidding,12.919576,77.613751,user55,2025-05-27T13:31:00,Bengaluru,5
Pothole #8556,Causes skidding,12.891914,77.533931,user56,2025-08-20T23:53:00,Bengaluru,1
Pothole #8557,Deep hole,12.888298,77.59843,user57,2025-01-26T08:35:00,Bengaluru,3
Pothole #8558,Needs repair,12.988153,77.696972,user58,2025-10-13T12:50:00,Bengaluru,5
Pothole #8559,Damaged patch,12.904424,77.610302,user59,2025-09-15T17:18:00,Bengaluru,3
Pothole #8560,Causes skidding,12.856631,77.590354,user60,2025-05-07T16:02:00,Bengaluru,4
Pothole #8561,Crater-like,13.009841,77.503979,user61,2025-02-25T04:38:00,Bengaluru,4
Pothole #8562,Crater-like,12.869028,77.744336,user62,2025-05-09T15:52:00,Bengaluru,2
Pothole #8563,Crater-like,12.988061,77.745438,user63,2025-03-12T17:58:00,Bengaluru,3
Pothole #8564,Causes skidding,12.991371,77.508259,user64,2025-03-18T18:53:00,Bengaluru,1
Pothole #8565,Causes skidding,12.967565,77.653138,user65,2025-08-22T12:14:00,Bengaluru,1
Pothole #8566,Crater-like,12.923097,77.635208,user66,2025-07-07T19:28:00,Bengaluru,5
Pothole #8567,Causes skidding,12.934662,77.54196,user67,2025-04-11T21:27:00,Bengaluru,3
Pothole #8568,Small crack,13.022057,77.604982,user68,2025-09-21T20:09:00,Bengaluru,4
Pothole #8569,Needs repair,12.959825,77.6581,user69,2025-02-11T02:32:00,Bengaluru,5
Pothole #8570,Small crack,12.881058,77.658527,user70,2025-01-11T04:37:00,Bengaluru,3
Pothole #8571,Deep hole,13.02004,77.713344,user71,2025-06-07T18:25:00,Bengaluru,5
Pothole #8572,Causes skidding,12.872793,77.531341,user72,2025-10-11T14:50:00,Bengaluru,4
Pothole #8573,Deep hole,13.017094,77.652607,user73,2025-09-14T17:58:00,Bengaluru,3
Pothole #8574,Damaged patch,12.995317,77.719055,user74,2025-07-06T14:54:00,Bengaluru,1
Pothole #8575,Damaged patch,12.918756,77.69745,user75,2025-06-28T22:44:00,Bengaluru,5
Pothole #8576,Small crack,12.962442,77.728865,user76,2025-05-02T21:23:00,Bengaluru,1
Pothole #8577,Small crack,13.005771,77.742038,user77,2025-09-28T09:44:00,Bengaluru,1
Pothole #8578,Deep hole,13.032027,77.625996,user78,2025-03-21T09:47:00,Bengaluru,2
Pothole #8579,Crater-like,12.953427,77.715152,user79,2025-05-06T19:33:00,Bengaluru,2
Pothole #8580,Damaged patch,12.940118,77.631715,user80,2025-11-11T10:23:00,Bengaluru,5
Pothole #8581,Small crack,12.907407,77.688746,user81,2025-07-03T10:24:00,Bengaluru,3
Pothole #8582,Damaged patch,13.010244,77.648181,user82,2025-01-02T19:39:00,Bengaluru,3
Pothole #8583,Damaged patch,12.886771,77.513125,user83,2025-11-12T18:38:00,Bengaluru,2
Pothole #8584,Deep hole,12.89728,77.517254,user84,2025-05-15T20:57:00,Bengaluru,4
Pothole #8585,Deep hole,13.049506,77.627128,user85,2025-06-13T18:18:00,Bengaluru,4
Pothole #8586,Needs repair,12.932085,77.624326,user86,2025-09-13T14:59:00,Bengaluru,1
Pothole #8587,Small crack,13.016972,77.72119,user87,2025-10-06T18:11:00,Bengaluru,1
Pothole #8588,Damaged patch,12.99079,77.617183,user88,2025-06-02T02:46:00,Bengaluru,4
Pothole #8589,Deep hole,12.963066,77.714644,user89,2025-01-06T13:54:00,Bengaluru,2
Pothole #8590,Small crack,12.942778,77.575651,user90,2025-07-21T15:43:00,Bengaluru,1
Pothole #8591,Causes skidding,12.901127,77.623583,user91,2025-01-18T15:31:00,Bengaluru,5
Pothole #8592,Deep hole,12.856825,77.637533,user92,2025-01-22T08:04:00,Bengaluru,4
Pothole #8593,Small crack,12.917404,77.606754,user93,2025-02-19T23:39:00,Bengaluru,1
Pothole #8594,Small crack,12.858718,77.563297,user94,2025-02-13T10:43:00,Bengaluru,2
Pothole #8595,Deep hole,13.044873,77.646645,user95,2025-03-05T03:11:00,Bengaluru,1
Pothole #8596,Damaged patch,12.858395,77.55416,user96,2025-06-03T06:22:00,Bengaluru,3
Pothole #8597,Needs repair,13.036356,77.700757,user97,2025-10-13T07:13:00,Bengaluru,2
Pothole #8598,Causes skidding,12.917223,77.534631,user98,2025-01-14T19:14:00,Bengaluru,4
Pothole #8599,Small crack,12.947196,77.561036,user99,2025-01-22T10:07:00,Bengaluru,2
Pothole #8600,Needs repair,12.995122,77.598313,user100,2025-10-25T14:27:00,Bengaluru,3
Pothole #8601,Damaged patch,12.850024,77.617711,user101,2025-10-28T04:27:00,Bengaluru,1
Pothole #8602,Damaged patch,12.912784,77.690742,user102,2025-02-04T00:32:00,Bengaluru,5
Pothole #8603,Needs repair,13.011688,77.730092,user103,2025-10-02T13:05:00,Bengaluru,1
Pothole #8604,Damaged patch,13.039933,77.749151,user104,2025-06-23T08:22:00,Bengaluru,1
Pothole #8605,Small crack,12.930106,77.532848,user105,2025-03-22T19:27:00,Bengaluru,5
Pothole #8606,Small crack,13.00477,77.553941,user106,2025-03-10T15:05:00,Bengaluru,1
Pothole #8607,Crater-like,12.879473,77.58296,user107,2025-09-28T07:15:00,Bengaluru,3
Pothole #8608,Needs repair,12.93731,77.697248,user108,2025-01-15T09:47:00,Bengaluru,5
Pothole #8609,Damaged patch,13.031435,77.638218,user109,2025-04-06T02:37:00,Bengaluru,4
Pothole #8610,Crater-like,12.935953,77.606517,user110,2025-09-21T10:35:00,Bengaluru,5
Pothole #8611,Needs repair,13.023254,77.583302,user111,2025-09-21T19:42:00,Bengaluru,5
Pothole #8612,Causes skidding,12.928118,77.602316,user112,2025-04-19T15:09:00,Bengaluru,5
Pothole #8613,Damaged patch,12.850264,77.638873,user113,2025-01-11T09:18:00,Bengaluru,5
Pothole #8614,Deep hole,13.044136,77.744925,user114,2025-01-21T01:46:00,Bengaluru,1
Pothole #8615,Causes skidding,12.945377,77.633925,user115,2025-03-25T23:38:00,Bengaluru,3
Pothole #8616,Needs repair,12.923025,77.516752,user116,2025-07-08T03:28:00,Bengaluru,1
Pothole #8617,Deep hole,12.900626,77.55949,user117,2025-11-23T22:44:00,Bengaluru,4
Pothole #8618,Small crack,13.019123,77.564828,user118,2025-02-27T12:18:00,Bengaluru,5
Pothole #8619,Crater-like,13.003707,77.602792,user119,2025-09-18T13:40:00,Bengaluru,4
Pothole #8620,Crater-like,12.9447,77.660552,user120,2025-06-28T07:39:00,Bengaluru,3
Pothole #8621,Deep hole,12.972411,77.509466,user121,2025-08-22T04:46:00,Bengaluru,3
Pothole #8622,Damaged patch,12.884326,77.506658,user122,2025-10-21T05:36:00,Bengaluru,2
Pothole #8623,Deep hole,12.897636,77.703035,user123,2025-10-11T01:38:00,Bengaluru,5
Pothole #8624,Needs repair,13.016343,77.61207,user124,2025-08-05T04:35:00,Bengaluru,2
Pothole #8625,Damaged patch,12.858172,77.650882,user125,2025-10-20T22:14:00,Bengaluru,3
Pothole #8626,Crater-like,12.940129,77.571039,user126,2025-09-19T22:48:00,Bengaluru,5
Pothole #8627,Needs repair,12.944393,77.731717,user127,2025-07-19T12:50:00,Bengaluru,2
Pothole #8628,Causes skidding,12.875716,77.572351,user128,2025-11-18T17:36:00,Bengaluru,3
Pothole #8629,Damaged patch,12.995876,77.535954,user129,2025-06-21T21:31:00,Bengaluru,3
Pothole #8630,Causes skidding,12.929292,77.712706,user130,2025-05-07T04:34:00,Bengaluru,5
Pothole #8631,Crater-like,12.921088,77.746968,user131,2025-05-23T16:00:00,Bengaluru,4
Pothole #8632,Needs repair,12.901959,77.645869,user132,2025-09-04T15:02:00,Bengaluru,1
Pothole #8633,Causes skidding,13.041334,77.73466,user133,2025-01-03T18:34:00,Bengaluru,3
Pothole #8634,Small crack,12.864853,77.636369,user134,2025-07-20T14:20:00,Bengaluru,1
Pothole #8635,Small crack,12.927467,77.570375,user135,2025-06-14T10:51:00,Bengaluru,4
Pothole #8636,Crater-like,12.947301,77.729892,user136,2025-07-02T10:12:00,Bengaluru,1
Pothole #8637,Causes skidding,13.032517,77.647576,user137,2025-02-25T00:06:00,Bengaluru,4
Pothole #8638,Needs repair,12.959835,77.708915,user138,2025-09-21T05:51:00,Bengaluru,4
Pothole #8639,Causes skidding,12.857024,77.612139,user139,2025-02-27T13:37:00,Bengaluru,4
Pothole #8640,Crater-like,12.915719,77.74429,user140,2025-02-11T09:00:00,Bengaluru,3
Pothole #8641,Damaged patch,13.02299,77.678129,user141,2025-04-08T07:19:00,Bengaluru,3
Pothole #8642,Crater-like,13.033766,77.670527,user142,2025-10-21T17:48:00,Bengaluru,4
Pothole #8643,Small crack,12.954521,77.630974,user143,2025-11-17T16:47:00,Bengaluru,2
Pothole #8644,Needs repair,12.975059,77.665357,user144,2025-02-12T01:54:00,Bengaluru,1
